id	lemma	sense_id	left	word	right	senses
18	акция	1	""" банк зенит , использовать агрессивный стратегия , за год составлять 61,5 % , то пиф"	акция	""" петр столыпин "" ( ук "" офг инвест "" ) -- всего 50,7 % . фонд "" петрокоммерц - 1 "" ( банк"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
19	акция	2	в гетто , подыхать в лес , согбенный до земля , и , главное , теперь , после	акция	, знать , что они неминуемо ждать смерть , твердо это знать , примириться , свыкнуться с	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
20	акция	2	мы снижать цена на 20 -- 30 % на большинство наш продукт , и этот	акция	действовать до конец июнь . в зависимость от дальнейший развитие ситуация возможный и	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
21	акция	1	"ансамбль из два отель -- "" будапешт "" и "" петр i "" . продать на аукцион 100 %"	акция	"оао "" отель "" будапешт "" и 30-процентный пакет в оао "" гостиница "" будапешт "" , структура ,"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
22	акция	1	это делать в ближайший время . в смешать фонд ( в портфель мочь сочетаться	акция	и облигация ) очень много зависеть от профессионализм управлять . поэтому среди они стоять	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
23	акция	1	"этот основной причина высокий инвестиционный рейтинг "" транснефть "" , который не зависеть от стоимость"	акция	компания . -- что вы мочь отвечать на претензия эколог к новый проект трубопровод	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
24	акция	1	"состав компания несостоятельный "" , -- говорить он . при это юрист отмечать , что цена выкуп"	акция	должен рассчитываться исходить из комплекс данные за последний полгода . среди критерий -- средневзвешенный	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
25	акция	1	мартьянов официально раскрывать акционер головной одноименный компания группа . она принадлежать 9,62 %	акция	страховщик , еще 30 % -- 14 физлица , в частность ряд менеджер компания , а также	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
26	акция	1	unicredit s.p.a . в консорциум перевозчик быть принадлежать 95 % . для покупка	акция	""" аэрофлот "" получать принципиальный согласие от банк на финансирование этот сделка , сообщать вчера"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
27	акция	1	"свой нефтяной "" дочка "" . в пресс-служба "" газпром нефть "" пояснять , что помимо 49,39 %"	акция	"se , который компания владеть напрямую , она иметь право приобретать в "" газпром "" оставаться"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
28	акция	1	госдолг армения , который составлять $ 100 миллион . ( армения готовый расплачиваться с мы	акция	свой предприятие . ) кроме то , россия интересовать возможность участие в приватизация энергораспределять сеть	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
29	акция	1	год . допэмиссия акция завершать в начало сентябрь 2013 год , а приватизация 49 %	акция	"компания так и не состояться , констатировать собеседник "" известия "" , знакомый с результат проверка ."	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
30	акция	1	последний время размещение на лондонский фондовый биржа , продолжать стимулировать интерес к свой	акция	в россия . с вчерашний день он акция торговать не только в ртс ,	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
31	акция	1	""" tele2 россия "" , после то как втб продавать 50 % из принадлежать он 100 %"	акция	"сотовый оператор . помимо "" северсталь "" в приобретение пакет акция участвовать также банк "" россия """	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
32	акция	1	другой брокерский компания с просьба открывать короткий позиция объем в 500 тысяча .	акция	эппл , представляться местный брокер сотрудник компания , к который не иметь никакой отношение .	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
33	акция	1	"капитализация российский оператор , доля норвежец в "" вымпелком "" мочь увеличиваться до 33,3 %"	акция	, а altimo -- до 35,3 % . с подобный оценка соглашаться и надежда голубев	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
34	акция	1	платеж , но никакой переговоры с фск не вести . договор на покупка пакет	акция	тгк-6 ( 23,58 % ) и тгк - 7 ( 32,14 % ) быть подписывать кэс -	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
35	акция	1	авто по мир . госн становиться генеральный директор компания renault , который владеть 44 %	акция	nissan , в 2005 год , сменить на этот пост луис швейцера. гендиректор renault	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
36	акция	1	на база актив кузнецкий меткомбинат , продать на конкурсный торги . поэтому 100 процент	акция	"нкмк сразу же находиться в собственность группа . первый из завод "" евразхолдинг "" решать"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
37	акция	1	""" все делать и вести себя корректно по отношение к потребитель и законодательство "" ,"	акция	""" мечел "" на нью-йоркский биржа дорожать сразу на 7,7 % . впрочем , отношение "" мечел"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
38	акция	2	это к варяг быть отправлять посол за князь как третейский судья . важный	акция	призвание становиться предоставление князь ежегодный дар , то быть жалование , и запрещение князь	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
39	акция	1	американский компания ugs , разработчик программный обеспечение . одновременно siemens планировать проводить размещение часть	акция	свой машиностроительный подразделение vdo . эксперт считать , что siemens стараться компенсировать негативный эффект	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
40	акция	1	в последний год популярный среди российский компания . в прошлый год первичный размещение	акция	на lse приносить российский компания порядка 4,6 миллиард доллар . на основной	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
41	акция	1	составлять 14,8 -- 15,05 долловек за gdr , что , впрочем , соответствовать динамика	акция	"компания и на внутренний рынок "" , -- замечать он . такой образ , снижение бумага за"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
42	акция	1	"один день котировка "" мечел "" обвалиться более чем на 37 % . резкий падение цена"	акция	стать , в свой очередь , повод для ряд американский акционер подавать иск с	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
43	акция	1	"и профессиональный портфельный инвестор -- пифам и хедж -фонда "" , -- полагать эксперт . "" размещение допэмиссия"	акция	генкомпание преследовать два цель : привлечение инвестиция и , что не менее важный , передача	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
44	акция	1	""" дорогобуж "" и около 1,2 % акция "" апатит "" , а норвежец -- около 8,2 %"	акция	""" апатит "" . говорить , что сп создаваться для улучшение условие закупка российский сырье . но"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
45	акция	1	sony pictures television , завершившый в начало этот год сделка по приобретение 51 %	акция	"компания "" леан-й "" . до это sony pictures television , как и fremantle media"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
46	акция	1	усиливать подразделение по работа с инвестор , сила наш ir удаваться вернуть котировка	акция	практически к цена размещение . в глаз конкурент выход на биржа становиться очень	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
47	акция	1	это заявлять в четверг представитель aircel . как следовать из проспект первичный размещение	акция	афк , планировать на следующий неделя на лондонский фондовый биржа , на этот цель	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
48	акция	1	предлагать deutsche telekom продавать за 3,2 миллиард долловек 49-процентный пакет	акция	польский сотовый оператор ptc , обслуживать 10 миллион абонент . от дальнейший комментарий господин	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
49	акция	1	"мочь понравиться "" приватизаторская "" деятельность банкир . ведь не напрасно больший часть бывший государственный"	акция	оказываться на баланс офшорный компания , хозяин который пока не называть . поэтому очень	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
50	акция	2	, праздничный шествие . в украина состояться митинг , манифестация , маевка . накануне праздник проходить благотворительный	акция	с оказание материальный помощь многодетный и малоимущий семья , пенсионер , одинокий гражданин преклонный	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
51	акция	1	при свой акция . если же он промедлить и вообще никто не продавать	акция	", то в случай успех "" колоссов "" предприятие наш фигуранть мочь оставаться с нос ,"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
52	акция	1	сделка акционер goldcorp становиться владелец 60 % акция объединять компания , а glamis -- 40 %	акция	. капитализация компания составлять 21,3 миллиард долловек , что позволять goldcorp обходить свой	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
53	акция	1	"на госпакет "" апатит "" всегда считать холдинг "" фосагро "" , который уже контролировать более 75 %"	акция	"комбинат . "" фосагро "" уже предупредить потенциальный партнер , что они ждать . "" при приватизация"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
54	акция	1	"сообщать "" новый регион "" , хозяйственный суд киев вернуть в государственный собственность более 90 %"	акция	"балаклавский рудоуправление , признать , что они "" быть противоправный отчуждать в польза частный структура """	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
55	акция	1	8 % , а бумага дальсвязи дорожать на 4,4 % . вместе с то банковский	акция	не повторять тот достижение , что они демонстрировать на прошлый неделя . в итог	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
56	акция	1	заводик в самара ) . с самый крупный из акционер ( владеть в совокупность 35 %	акция	") говорить корреспондент "" эксперт "" удаваться лишь через посредник . в результат выясняться , что продавать"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
57	акция	1	"усиченко , управлять актив фонд "" максвелл капитал "" . -- с январь по апрель котировка"	акция	вырастать с 566 до 785 пункт по индекс ртс. далее следовать обвальный	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
58	акция	1	первый очередь все интересовать , насколько богатый становиться клуб с покупка половина он	акция	известный бизнесмен олег дерипаска . максим ремчуков рассказывать , что о этот сделка существовать	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
59	акция	1	красноперов . алексей языков согласный с такой оценка торговый сеть . поэтому при покупка	акция	""" магнит "" инвестор в многое приходиться ориентироваться на другой игрок рынок , уже выходить"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
60	акция	1	"присоединение к банк "" открытие "" два кредитный организация -- банк "" петровский "" ( по 25 % он"	акция	"принадлежать номос - банк и фк "" открытие "" и 50 % -- асв ) , а также инвестиционный"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
61	акция	1	на биржа . площадка электронный торговля привлекать 390 миллион рубль , размещать на ммвб	акция	на 10 % уставной капитал . капитализация достигать 3,9 миллиард рубль , цена размещение	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
62	акция	1	"-show "" уралкалий "" разместить в россия и за рубеж еще 12,75 % свой"	акция	по цена 3,5 долловек за штука и 17,5 долл .	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
63	акция	1	"считать , что размещение "" магнит "" проходить вполне успешно , однако ждать ажиотажный спрос на"	акция	"компания все-таки не стоить . розничный сеть "" магнит "" до последний время принадлежать краснодарский"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
64	акция	1	выглядеть абсолютно непрозрачный : в госбанк отказываться комментировать основной параметр сделка . прослеживать движение	акция	ртс в собственность сбербанк можно на основа обязательный раскрытие информация . согласно иметься	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
65	акция	1	"решение антимонопольный ведомство всмпо и "" ависм "" уже вести себя как один компания ."	акция	"всмпо торговать в ртс как "" корпорация всмпо -ависм "" , а дивиденд оба , по"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
66	акция	1	"точный сведение осень . напоминать , что сначала гк "" бородино "" собираться проводить публичный размещение"	акция	в начало 2006 год , потом срок сдвигаться близко к конец год . в	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
67	акция	1	"пакет акция 11 крупный алкогольный предприятие , находиться ранее в владение фгуп "" росспиртпром "" ."	акция	быть передавать кредитный организация в качество погашение долг фгуп перед банк в	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
68	акция	2	по дорожный дисциплина родитель . а вот водитель оставаться как бы безнад-зорный .	акция	""" осторожно , на дорога ребенок ! "" , который сейчас проходить повсюду , вряд ли в корень"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
69	акция	1	"60 % российский производство этот металл , входить в группа "" челябинский трубопрокатный завод "" ( чтпз ) ."	акция	чцз торговать на ртс . по данные на начало текущий год , 87,99 %	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
70	акция	1	цена на биржа . эксперт с понимание относиться к вчерашний падение цена на	акция	втб , отмечать она юридический обоснованность . в май втб разместить в россия и	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
71	акция	1	"менеджмент "" . стратегический финансовый партнер -- газпромбанк . в собственность создавать холдинг -- "" атомэнергопром "" -- быть передавать"	акция	"31 акционерный общество , в тот число ведущий мировой ядерный компания -- оао "" твэл """	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
72	акция	1	в компания , который они руководить . в май становиться известный , что менее 5 %	акция	""" ресо -гарантия "" стоимость до 60 миллион долловек принадлежать президент группа "" ресо "" андрей"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
73	акция	1	"неплохой темп рост и высокий рентабельность "" . весь это , по мнение аналитик , делать"	акция	компания привлекательный в глаз инвестор . однако , с другой сторона , считать госпожа кнунянц ,	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
74	акция	1	еще частный каунасский авиакомпания aurela и ит-фирй fima , становиться обладатель 100 %	акция	крупный литовский авиаперевозчик lietuvos avialinijos . по условие конкурс покупатель в течение два	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
75	акция	1	предельно оптимистический оценка весь банк -- $ 73 миллион ( один капитал ) , соответственно цена 10 %	акция	банк -- $ 7,3 миллион , -- говорить осадчий . -- даже сбербанк оценивать сейчас все	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
76	акция	1	в 5 миллиард рубль . как отмечаться в сообщение , втб становиться владелец 51 %	акция	"оао "" московский завод "" кристалл "" , оао "" астраханский ликероводочный завод "" , смоленский акционерный общество производитель"	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
77	акция	2	, пожилой - у мы много категория гражданин , который сложный преодолевать препятствие . и этот	акция	побуждать общество проникаться они проблема . в добрый путь !	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
78	акция	1	"сотовый оператор -- оао "" вымпелком "" -- российский консорциум и норвежский telenor , контролировать 26,6 %"	акция	сотовый компания , уже долгий время не мочь приходить к компромисс по повод	1 - Ценная бумага, выпускаемая акционерным обществом; 2 - Действие, выступление кого-л., предпринимаемое для достижения какой-л. цели
